Connected to MongoDB
[TimerSkill] Restoring 0 timers from DB...
 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5001
[33mPress CTRL+C to quit[0m
127.0.0.1 - - [17/Jan/2026 23:43:55] "[35m[1mPOST /api/folders HTTP/1.1[0m" 201 -
127.0.0.1 - - [17/Jan/2026 23:43:56] "[35m[1mPOST /api/tasks HTTP/1.1[0m" 201 -
127.0.0.1 - - [17/Jan/2026 23:43:56] "[35m[1mPOST /api/tasks HTTP/1.1[0m" 201 -
127.0.0.1 - - [17/Jan/2026 23:44:41] "GET /api/tasks?folderId=696c650b7396a6b255c23724 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:44:41] "DELETE /api/tasks/696c650b7396a6b255c23725 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:44:41] "DELETE /api/tasks/696c650c7396a6b255c23726 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:44:41] "DELETE /api/folders/696c650b7396a6b255c23724 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:02] "[35m[1mPOST /api/tasks HTTP/1.1[0m" 201 -
127.0.0.1 - - [17/Jan/2026 23:45:02] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:03] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:07] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:08] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:17] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:18] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:32] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:33] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:47] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:45:48] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:48:50] "[35m[1mPOST /api/tasks HTTP/1.1[0m" 201 -
127.0.0.1 - - [17/Jan/2026 23:48:50] "GET /api/tasks?user_email=weiteng32@gmail.com&status=Active&folderId=null&page=1&per_page=25 HTTP/1.1" 200 -
127.0.0.1 - - [17/Jan/2026 23:48:51] "GET /api/stats?user_email=weiteng32@gmail.com HTTP/1.1" 200 -
